Customer_ID,Age,Gender,Employment_Status,Account_Type,Tenure_Months,Number_of_Products,Avg_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Churn,Total_Digital_Usage,Balance_per_Product
CUST2571,18,Female,Self-employed,Savings,62,1,241627,12,9,10,2,0.66,0,19,241627.0
CUST0569,38,Male,Employed,Current,66,2,30058,16,12,11,0,0.87,0,23,15029.0
CUST2721,34,Male,Employed,Savings,30,1,217175,13,4,5,0,0.79,1,9,217175.0
CUST1165,24,Male,Employed,Savings,146,2,146772,13,9,9,0,0.74,0,18,73386.0
CUST2561,30,Male,Employed,Savings,27,2,47896,19,9,9,1,0.56,0,18,23948.0
CUST0191,21,Female,Employed,Current,88,2,75355,20,6,6,0,0.95,1,12,37677.5
CUST1140,44,Female,Employed,Current,69,1,92715,9,9,10,0,0.97,0,19,92715.0
CUST2624,27,Male,Employed,Savings,45,3,21551,15,12,14,0,0.53,1,26,7183.67
CUST1274,40,Female,Employed,Current,167,1,27133,19,9,7,0,0.72,0,16,27133.0
CUST1315,32,Male,Employed,Savings,59,3,63553,25,6,10,0,0.6,0,16,21184.33
CUST1044,39,Female,Employed,Savings,123,1,426638,8,5,7,0,0.88,0,12,426638.0
CUST2892,29,Male,Self-employed,Current,70,2,78336,13,10,6,1,0.56,0,16,39168.0
CUST0343,44,Male,Employed,Savings,55,2,29312,11,6,12,0,0.85,0,18,14656.0
CUST2946,34,Female,Employed,Savings,149,2,41497,18,8,10,0,0.75,0,18,20748.5
CUST2628,40,Female,Employed,Fixed Deposit,53,3,5511,19,10,11,0,0.82,0,21,1837.0
CUST2042,40,Female,Unemployed,Savings,102,2,326017,25,6,12,0,0.67,0,18,163008.5
CUST1477,36,Male,Self-employed,Current,176,2,9996,11,7,9,0,0.77,0,16,4998.0
CUST0083,39,Female,Employed,Current,24,3,11933,8,14,10,0,0.68,0,24,3977.67
CUST2496,29,Female,Self-employed,Savings,83,2,23751,8,7,7,0,0.51,0,14,11875.5
CUST0319,18,Female,Employed,Savings,102,3,241294,20,7,11,0,0.82,0,18,80431.33
CUST0291,44,Female,Employed,Fixed Deposit,157,2,15522,11,9,11,0,0.89,0,20,7761.0
CUST1058,36,Female,Self-employed,Savings,173,3,165817,12,6,20,0,0.55,0,26,55272.33
CUST1000,27,Male,Employed,Savings,153,2,634091,15,6,3,0,0.95,1,9,317045.5
CUST1364,26,Female,Self-employed,Savings,83,1,485101,15,6,10,0,0.84,0,16,485101.0
CUST2714,34,Female,Employed,Savings,16,2,907310,14,9,8,0,0.78,0,17,453655.0
CUST0959,18,Female,Employed,Fixed Deposit,23,2,224162,19,7,10,0,0.71,0,17,112081.0
CUST1337,48,Male,Employed,Savings,110,1,178406,20,6,18,0,0.51,0,24,178406.0
CUST1399,33,Female,Unemployed,Savings,147,1,178180,22,7,11,0,0.73,0,18,178180.0
CUST0005,36,Male,Employed,Savings,114,2,79788,16,11,12,0,0.94,1,23,39894.0
CUST2021,39,Female,Self-employed,Fixed Deposit,94,1,132402,16,7,9,0,0.65,0,16,132402.0
CUST0534,18,Male,Employed,Savings,167,1,14033,17,8,10,0,0.92,0,18,14033.0
CUST2564,51,Female,Self-employed,Savings,50,2,292263,13,11,8,0,0.92,1,19,146131.5
CUST0864,52,Female,Employed,Savings,67,2,115805,13,4,13,0,0.81,1,17,57902.5
CUST1423,19,Female,Employed,Current,113,1,227960,15,7,8,0,0.89,0,15,227960.0
CUST2691,22,Female,Employed,Savings,139,3,156330,12,9,17,1,0.56,0,26,52110.0
CUST2265,38,Male,Employed,Savings,28,2,97126,17,12,10,0,0.53,0,22,48563.0
CUST0246,42,Female,Employed,Savings,22,3,204084,11,10,6,0,0.9,1,16,68028.0
CUST2219,18,Female,Employed,Fixed Deposit,126,2,34369,16,7,9,0,0.84,0,16,17184.5
CUST0244,61,Male,Self-employed,Current,139,1,279485,15,6,15,1,0.98,0,21,279485.0
CUST2594,25,Female,Employed,Savings,144,1,194283,13,9,13,0,0.8,0,22,194283.0
CUST1330,33,Female,Employed,Current,24,1,13067,20,9,12,0,0.87,0,21,13067.0
CUST1027,31,Female,Self-employed,Fixed Deposit,36,1,253636,12,8,12,0,0.65,0,20,253636.0
CUST2690,29,Male,Employed,Savings,168,2,1644080,13,10,7,0,0.51,1,17,822040.0
CUST1574,36,Male,Unemployed,Savings,71,1,273186,19,9,9,0,0.93,0,18,273186.0
CUST1717,49,Female,Employed,Fixed Deposit,59,2,11108,18,8,13,1,0.66,0,21,5554.0
CUST0331,48,Female,Employed,Current,110,2,8707,10,11,15,0,0.72,0,26,4353.5
CUST0127,21,Male,Employed,Savings,22,1,43547,17,9,9,0,0.8,0,18,43547.0
CUST0716,30,Female,Employed,Savings,166,2,118682,13,10,13,0,0.68,0,23,59341.0
CUST0402,52,Female,Employed,Savings,112,3,187792,15,4,12,0,0.99,0,16,62597.33
CUST2590,51,Female,Self-employed,Current,28,1,154484,15,12,14,0,0.76,0,26,154484.0
CUST1927,25,Male,Employed,Savings,57,3,3704,10,7,7,1,0.98,0,14,1234.67
CUST1805,54,Male,Employed,Savings,160,2,243350,12,8,8,0,0.92,0,16,121675.0
CUST1611,25,Male,Self-employed,Savings,92,1,92984,18,5,14,0,0.77,1,19,92984.0
CUST1016,29,Male,Employed,Current,124,1,160744,17,9,9,1,0.53,0,18,160744.0
CUST1749,37,Female,Employed,Current,138,1,299113,17,2,13,0,0.53,0,15,299113.0
CUST1006,33,Male,Employed,Current,39,2,327140,17,4,11,0,0.86,1,15,163570.0
CUST0266,18,Female,Employed,Savings,30,1,117161,18,6,7,2,0.68,0,13,117161.0
CUST1168,23,Female,Employed,Savings,170,3,154080,14,12,8,0,0.62,0,20,51360.0
CUST1261,43,Male,Employed,Current,57,4,327802,18,4,10,0,0.51,1,14,81950.5
CUST0693,18,Male,Employed,Current,89,1,12075,18,3,9,0,0.57,1,12,12075.0
CUST2433,39,Male,Employed,Savings,64,2,297368,16,12,4,0,0.52,0,16,148684.0
CUST0057,21,Male,Employed,Savings,69,1,120476,14,10,13,0,0.66,0,23,120476.0
CUST0163,33,Female,Employed,Savings,76,2,43768,12,10,11,0,0.74,0,21,21884.0
CUST0094,35,Male,Employed,Current,142,3,192000,12,7,13,0,0.6,0,20,64000.0
CUST1104,48,Male,Employed,Savings,127,1,105152,14,14,14,0,0.76,0,28,105152.0
CUST1098,30,Female,Self-employed,Savings,109,1,149526,11,9,7,0,0.55,1,16,149526.0
CUST1089,30,Female,Self-employed,Savings,21,3,98934,17,6,16,0,0.81,0,22,32978.0
CUST0572,31,Male,Employed,Savings,63,3,396288,16,2,8,0,0.95,0,10,132096.0
CUST2713,40,Female,Self-employed,Savings,46,2,110344,19,5,10,0,0.72,0,15,55172.0
CUST2486,28,Male,Employed,Savings,13,1,342902,15,7,10,1,0.76,0,17,342902.0
CUST0930,42,Male,Self-employed,Savings,177,1,25806,8,6,8,1,0.58,0,14,25806.0
CUST0805,31,Male,Self-employed,Current,20,1,81671,15,7,19,0,0.63,1,26,81671.0
CUST1349,40,Male,Self-employed,Current,66,1,123244,20,6,18,0,0.64,1,24,123244.0
CUST1651,31,Male,Employed,Fixed Deposit,167,2,2520,11,8,10,0,0.8,0,18,1260.0
CUST0758,51,Female,Self-employed,Current,120,3,193802,13,7,11,2,0.66,0,18,64600.67
CUST0750,45,Female,Self-employed,Savings,37,1,129951,18,12,11,0,0.67,1,23,129951.0
CUST1095,33,Male,Employed,Savings,155,1,4666,9,10,4,0,0.81,0,14,4666.0
CUST0034,18,Female,Employed,Current,93,1,72651,10,9,12,0,0.52,0,21,72651.0
CUST2750,48,Female,Self-employed,Savings,65,1,74546,11,5,7,0,0.83,0,12,74546.0
CUST0750,33,Female,Self-employed,Savings,151,2,44563,12,7,9,0,0.89,1,16,22281.5
CUST0292,22,Male,Employed,Fixed Deposit,121,2,80525,13,7,9,0,0.67,0,16,40262.5
CUST2412,36,Male,Employed,Savings,81,2,64259,17,7,7,0,0.73,0,14,32129.5
CUST2024,35,Female,Unemployed,Current,63,2,300908,10,4,14,0,0.95,0,18,150454.0
CUST2963,30,Male,Employed,Current,103,1,76828,12,12,8,0,0.86,0,20,76828.0
CUST0609,45,Female,Employed,Savings,149,1,6611,11,11,11,0,0.8,0,22,6611.0
CUST0733,27,Male,Self-employed,Current,127,3,70938,20,9,9,0,0.56,0,18,23646.0
CUST1556,37,Male,Self-employed,Current,14,2,73480,15,4,10,0,0.75,0,14,36740.0
CUST0342,22,Male,Self-employed,Savings,90,1,68563,13,7,12,0,0.62,0,19,68563.0
CUST2315,39,Male,Employed,Savings,110,1,239567,13,9,9,0,0.76,1,18,239567.0
CUST0306,38,Male,Employed,Savings,59,2,145717,16,8,15,0,0.59,0,23,72858.5
CUST1091,31,Male,Self-employed,Current,154,1,814914,11,8,3,0,0.74,0,11,814914.0
CUST2685,42,Female,Employed,Savings,54,1,61090,20,11,7,0,0.64,1,18,61090.0
CUST2584,47,Female,Unemployed,Savings,180,2,398293,22,8,11,0,0.78,1,19,199146.5
CUST1470,40,Male,Employed,Fixed Deposit,119,2,170206,12,6,4,0,0.51,1,10,85103.0
CUST1860,31,Male,Employed,Fixed Deposit,171,3,153691,14,8,8,0,0.55,0,16,51230.33
CUST2849,57,Female,Self-employed,Savings,85,2,98691,18,11,14,0,0.72,0,25,49345.5
CUST2445,30,Male,Self-employed,Current,114,1,129610,17,7,10,2,0.89,0,17,129610.0
CUST0885,23,Female,Self-employed,Current,64,1,107685,19,9,9,0,0.9,1,18,107685.0
CUST0309,28,Female,Self-employed,Current,74,2,282374,18,8,12,1,0.74,0,20,141187.0
CUST0607,48,Female,Employed,Fixed Deposit,161,2,145791,15,3,6,0,0.66,1,9,72895.5
CUST1211,31,Male,Unemployed,Savings,123,4,95312,18,8,11,0,0.81,0,19,23828.0
CUST1094,40,Male,Employed,Current,89,4,16136,11,6,5,0,0.81,0,11,4034.0
CUST1855,28,Male,Employed,Current,64,1,260171,14,4,12,0,0.83,0,16,260171.0
CUST0316,30,Male,Self-employed,Current,25,1,474770,14,12,12,1,0.67,0,24,474770.0
CUST1334,63,Female,Employed,Fixed Deposit,73,1,738875,14,8,10,0,0.54,1,18,738875.0
CUST0511,27,Male,Employed,Current,145,2,35682,17,5,13,1,0.54,1,18,17841.0
CUST0149,38,Male,Employed,Savings,50,1,78182,15,5,13,0,0.88,0,18,78182.0
CUST0340,44,Female,Employed,Current,109,3,39980,13,10,6,0,0.89,1,16,13326.67
CUST1967,24,Female,Employed,Savings,90,1,42340,16,5,7,1,0.62,0,12,42340.0
CUST0261,39,Male,Employed,Savings,151,2,80421,13,8,9,0,0.74,0,17,40210.5
CUST0560,45,Male,Employed,Savings,111,2,31562,16,7,16,0,0.68,0,23,15781.0
CUST2465,35,Female,Self-employed,Savings,126,3,10250,19,7,8,0,0.86,0,15,3416.67
CUST2058,27,Female,Self-employed,Current,165,4,186541,14,5,14,0,0.95,0,19,46635.25
CUST0271,33,Female,Employed,Savings,78,4,14424,13,8,11,0,0.77,0,19,3606.0
CUST1272,39,Male,Employed,Savings,50,1,4299,14,7,8,0,1.0,0,15,4299.0
CUST1757,30,Female,Employed,Current,168,1,118211,10,21,9,0,0.81,0,30,118211.0
CUST0373,42,Male,Employed,Savings,104,3,158115,27,5,9,0,0.56,1,14,52705.0
CUST2430,33,Male,Unemployed,Current,85,1,26833,13,8,15,0,0.64,1,23,26833.0
CUST0559,28,Female,Employed,Savings,156,2,62545,10,8,7,0,0.52,0,15,31272.5
CUST2677,50,Female,Self-employed,Savings,177,3,132798,13,9,8,1,0.85,0,17,44266.0
CUST2399,21,Female,Employed,Savings,149,4,163918,17,13,13,0,0.81,0,26,40979.5
CUST2363,38,Male,Self-employed,Savings,167,2,54548,12,10,7,0,0.75,0,17,27274.0
CUST1801,32,Female,Self-employed,Current,44,2,11437,14,6,12,0,0.85,0,18,5718.5
CUST2101,34,Female,Self-employed,Current,107,4,285923,14,11,12,0,0.62,0,23,71480.75
CUST2047,34,Female,Employed,Savings,116,1,33502,16,6,10,0,0.74,0,16,33502.0
CUST2977,29,Female,Employed,Savings,144,1,37311,5,3,13,0,0.84,0,16,37311.0
CUST1032,30,Male,Self-employed,Savings,168,1,101057,16,7,11,0,0.76,0,18,101057.0
CUST1493,44,Male,Employed,Savings,84,3,210466,8,10,9,1,0.65,0,19,70155.33
CUST2929,45,Female,Unemployed,Current,91,2,35599,16,11,7,0,0.94,0,18,17799.5
CUST2076,44,Female,Employed,Savings,68,3,23292,16,11,6,0,0.86,0,17,7764.0
CUST0338,57,Male,Self-employed,Savings,91,3,496641,16,10,10,0,0.62,0,20,165547.0
CUST0608,63,Male,Self-employed,Savings,70,4,285196,14,2,4,0,0.86,0,6,71299.0
CUST0627,31,Female,Employed,Current,169,1,415815,6,9,11,1,0.74,0,20,415815.0
CUST1974,18,Female,Unemployed,Savings,23,1,80379,10,10,8,0,0.74,1,18,80379.0
CUST1189,40,Female,Employed,Current,25,1,20757,16,7,9,0,0.88,0,16,20757.0
CUST2948,28,Male,Employed,Current,157,1,43993,15,2,8,1,0.75,0,10,43993.0
CUST1760,39,Male,Employed,Savings,13,4,95965,14,10,15,0,0.74,0,25,23991.25
CUST1128,24,Female,Unemployed,Savings,109,2,27377,10,9,12,0,0.99,0,21,13688.5
CUST0016,40,Male,Employed,Savings,25,1,250438,16,11,21,0,0.5,1,32,250438.0
CUST1054,23,Male,Employed,Savings,158,1,143940,21,4,10,0,0.96,0,14,143940.0
CUST1924,54,Female,Employed,Savings,162,2,170345,15,4,8,0,0.58,0,12,85172.5
CUST2954,26,Female,Employed,Savings,52,1,43018,12,14,8,0,0.75,1,22,43018.0
CUST2329,26,Male,Self-employed,Current,176,1,47623,11,4,9,0,0.51,0,13,47623.0
CUST2288,39,Female,Unemployed,Savings,47,2,235612,11,8,15,0,0.67,1,23,117806.0
CUST0531,30,Male,Unemployed,Current,83,2,327648,16,11,7,1,0.92,1,18,163824.0
CUST2840,42,Male,Employed,Savings,72,3,202794,20,5,8,0,0.84,0,13,67598.0
CUST0230,48,Female,Employed,Savings,150,1,303513,14,6,8,0,0.63,1,14,303513.0
CUST2617,52,Male,Employed,Fixed Deposit,45,2,91586,11,8,11,0,0.8,1,19,45793.0
CUST2067,37,Female,Employed,Savings,146,1,88270,9,11,4,0,0.74,1,15,88270.0
CUST0483,24,Male,Self-employed,Current,116,2,252622,18,13,11,0,0.53,0,24,126311.0
CUST1408,28,Male,Employed,Current,168,3,88655,13,7,13,0,0.83,0,20,29551.67
CUST2062,36,Female,Employed,Savings,167,1,64428,18,8,13,1,0.96,0,21,64428.0
CUST1202,31,Female,Unemployed,Current,66,1,123849,17,7,9,0,0.84,1,16,123849.0
CUST0938,40,Female,Self-employed,Current,127,2,223571,13,5,12,1,0.52,1,17,111785.5
CUST1775,21,Male,Employed,Savings,44,3,210935,17,5,13,0,0.56,0,18,70311.67
CUST0652,31,Female,Self-employed,Fixed Deposit,163,1,5571,15,10,10,0,0.77,0,20,5571.0
CUST2003,27,Female,Employed,Savings,156,3,575347,15,14,14,0,0.83,0,28,191782.33
CUST1839,18,Female,Employed,Savings,37,2,84268,16,11,11,0,0.54,1,22,42134.0
CUST2860,30,Female,Employed,Savings,70,1,260363,11,6,10,1,0.87,1,16,260363.0
CUST2438,37,Male,Employed,Current,62,1,410995,12,6,11,0,0.56,0,17,410995.0
CUST1260,44,Male,Employed,Savings,104,1,10722,10,5,10,0,0.53,0,15,10722.0
CUST0642,35,Female,Employed,Savings,18,4,51980,16,9,9,0,0.67,0,18,12995.0
CUST0363,45,Male,Unemployed,Current,74,4,139308,12,11,7,0,0.71,0,18,34827.0
CUST2131,26,Male,Employed,Fixed Deposit,156,3,308538,20,8,10,0,0.55,0,18,102846.0
CUST1134,35,Female,Employed,Savings,47,1,163819,11,4,6,0,0.95,1,10,163819.0
CUST2077,48,Female,Employed,Savings,107,2,45303,12,6,7,0,0.9,0,13,22651.5
CUST0881,43,Female,Self-employed,Savings,167,2,76781,12,6,12,0,0.85,0,18,38390.5
CUST0856,23,Male,Employed,Current,178,1,295105,17,7,10,0,0.95,0,17,295105.0
CUST2793,41,Female,Unemployed,Savings,21,1,60732,15,7,10,0,0.86,0,17,60732.0
CUST1235,39,Male,Self-employed,Savings,171,4,381795,15,11,12,0,0.97,0,23,95448.75
CUST1792,42,Female,Employed,Savings,165,2,131195,10,4,12,0,0.61,0,16,65597.5
CUST2034,57,Female,Self-employed,Current,86,1,183461,10,8,7,0,0.6,0,15,183461.0
CUST2641,27,Male,Self-employed,Savings,155,2,147709,18,11,10,1,0.78,0,21,73854.5
CUST0987,38,Male,Self-employed,Current,112,2,92697,10,6,8,1,0.96,0,14,46348.5
CUST0651,43,Male,Employed,Current,43,2,260429,19,8,6,2,0.82,0,14,130214.5
CUST0032,33,Female,Employed,Savings,152,3,254061,19,7,10,1,0.74,1,17,84687.0
CUST0616,31,Female,Self-employed,Savings,138,1,52462,14,11,12,0,0.72,0,23,52462.0
CUST1615,38,Female,Employed,Savings,32,3,96215,11,8,11,0,0.99,1,19,32071.67
CUST2127,43,Female,Employed,Fixed Deposit,114,3,18660,15,6,8,0,0.6,1,14,6220.0
CUST1495,23,Female,Employed,Savings,151,2,564460,24,4,13,0,0.53,0,17,282230.0
CUST0584,33,Male,Self-employed,Savings,107,1,13512,12,10,11,0,0.94,1,21,13512.0
CUST1137,32,Female,Unemployed,Current,87,1,278751,12,6,15,1,0.54,1,21,278751.0
CUST0231,36,Female,Employed,Current,63,1,106244,10,4,17,0,0.6,1,21,106244.0
CUST0438,51,Female,Self-employed,Savings,104,1,21706,16,6,9,0,0.67,1,15,21706.0
CUST1004,27,Female,Self-employed,Savings,134,3,235795,13,4,11,0,0.57,0,15,78598.33
CUST0786,34,Male,Unemployed,Current,141,1,193489,6,6,12,0,0.7,0,18,193489.0
CUST0422,20,Female,Employed,Savings,155,1,40626,11,6,12,1,0.96,0,18,40626.0
CUST1778,29,Male,Self-employed,Savings,53,4,91602,10,9,13,0,0.55,0,22,22900.5
CUST2708,33,Male,Self-employed,Current,108,1,477963,17,10,19,0,0.79,0,29,477963.0
CUST0754,31,Male,Employed,Savings,138,3,94647,20,9,11,0,0.92,0,20,31549.0
CUST2390,29,Male,Unemployed,Savings,157,2,282956,20,14,13,1,0.78,1,27,141478.0
CUST1198,39,Female,Employed,Savings,66,2,370479,16,10,21,0,0.98,0,31,185239.5
CUST0462,34,Male,Employed,Savings,113,4,422330,15,10,17,0,0.66,0,27,105582.5
CUST2912,28,Female,Self-employed,Current,22,3,43852,17,7,7,0,0.56,0,14,14617.33
CUST2438,24,Male,Self-employed,Current,29,1,127593,23,4,5,0,0.82,0,9,127593.0
CUST2243,42,Male,Unemployed,Savings,145,1,38614,18,7,15,0,0.5,1,22,38614.0
CUST1026,24,Female,Employed,Savings,130,4,9489,18,6,13,0,0.78,0,19,2372.25
CUST0904,43,Male,Self-employed,Savings,49,2,174540,18,4,8,0,0.65,0,12,87270.0
CUST0671,34,Male,Employed,Current,50,1,108531,18,13,10,0,0.6,0,23,108531.0
CUST1844,39,Female,Self-employed,Fixed Deposit,40,2,15929,18,10,6,0,0.88,0,16,7964.5
CUST2073,19,Female,Employed,Savings,131,2,37003,10,11,12,0,0.93,0,23,18501.5
CUST0374,35,Male,Employed,Current,158,2,42373,15,2,4,0,0.65,0,6,21186.5
CUST2909,37,Male,Employed,Savings,163,4,305313,15,8,9,0,0.72,0,17,76328.25
CUST0796,53,Male,Unemployed,Savings,24,1,34585,9,10,6,0,0.7,0,16,34585.0
CUST2482,45,Male,Self-employed,Current,138,1,80891,10,6,3,0,0.79,0,9,80891.0
CUST1117,31,Female,Self-employed,Savings,34,1,112080,9,8,11,0,0.62,1,19,112080.0
CUST0641,57,Male,Self-employed,Current,28,1,111297,13,14,12,0,0.57,1,26,111297.0
CUST1823,22,Male,Unemployed,Savings,57,1,147641,12,5,9,0,0.69,1,14,147641.0
CUST1625,39,Male,Unemployed,Savings,80,3,17423,15,4,8,1,0.66,0,12,5807.67
CUST2664,38,Male,Employed,Savings,130,1,50764,21,10,8,2,0.91,0,18,50764.0
CUST0767,46,Female,Employed,Savings,124,2,70492,12,11,4,0,0.94,0,15,35246.0
CUST0020,40,Male,Employed,Current,80,1,205030,21,6,13,0,0.61,0,19,205030.0
CUST1372,34,Male,Employed,Savings,135,3,277014,13,6,8,0,0.65,0,14,92338.0
CUST2997,22,Male,Employed,Current,64,2,95544,10,11,17,0,0.8,0,28,47772.0
CUST0005,47,Female,Employed,Savings,66,1,165365,16,7,12,0,0.57,0,19,165365.0
CUST1289,35,Male,Self-employed,Savings,131,3,2363,14,8,8,0,0.69,0,16,787.67
CUST0686,29,Male,Employed,Current,180,1,63992,13,4,15,0,0.67,1,19,63992.0
CUST1629,44,Male,Employed,Current,133,1,15332,12,7,9,0,0.57,0,16,15332.0
CUST2926,43,Female,Employed,Savings,70,3,4776,13,4,10,0,0.95,0,14,1592.0
CUST0759,38,Male,Employed,Savings,132,1,16203,16,11,6,0,0.82,0,17,16203.0
CUST2018,18,Female,Self-employed,Current,109,1,64585,19,9,10,0,0.94,1,19,64585.0
CUST1612,40,Female,Employed,Current,96,1,6408,13,10,8,0,0.66,0,18,6408.0
CUST1354,20,Female,Unemployed,Savings,77,3,326426,17,10,11,0,0.63,0,21,108808.67
CUST1129,29,Female,Employed,Fixed Deposit,68,1,83427,18,8,12,0,0.93,0,20,83427.0
CUST2570,46,Male,Self-employed,Savings,146,3,269855,12,7,7,0,1.0,0,14,89951.67
CUST2890,37,Female,Employed,Savings,84,1,122842,13,6,10,1,0.9,0,16,122842.0
CUST1753,38,Male,Employed,Current,43,3,262706,16,8,7,0,0.88,1,15,87568.67
CUST2302,31,Female,Self-employed,Savings,64,3,17079,7,16,8,0,0.58,0,24,5693.0
CUST1226,41,Male,Self-employed,Savings,38,3,224526,12,6,15,0,0.88,0,21,74842.0
CUST1370,37,Male,Employed,Savings,71,2,381780,19,9,9,0,0.73,1,18,190890.0
CUST0967,24,Female,Employed,Current,20,3,358187,19,13,11,0,0.99,0,24,119395.67
CUST0401,18,Male,Self-employed,Savings,155,3,31947,12,10,11,0,0.82,0,21,10649.0
CUST1073,35,Male,Employed,Savings,60,4,9217,12,8,10,1,0.87,1,18,2304.25
CUST0361,18,Male,Self-employed,Current,155,2,4173,11,8,9,0,0.97,0,17,2086.5
CUST0032,30,Female,Employed,Current,87,1,63375,21,10,8,0,0.99,1,18,63375.0
CUST2598,34,Male,Self-employed,Current,174,1,133123,23,10,4,0,0.7,0,14,133123.0
CUST0675,60,Male,Employed,Current,79,1,77928,13,12,14,0,0.98,0,26,77928.0
CUST1280,18,Male,Employed,Current,132,1,2774,23,9,11,0,0.56,0,20,2774.0
CUST0900,45,Female,Self-employed,Savings,24,1,77200,16,6,9,0,0.64,0,15,77200.0
CUST0167,28,Male,Self-employed,Savings,44,1,113981,14,3,10,0,0.89,0,13,113981.0
CUST2180,18,Male,Self-employed,Savings,52,3,267964,17,7,9,0,0.98,1,16,89321.33
CUST2788,22,Female,Employed,Current,32,4,29173,18,6,8,0,0.97,0,14,7293.25
CUST1943,41,Male,Self-employed,Current,31,1,110460,18,7,14,0,0.6,0,21,110460.0
CUST2175,36,Male,Employed,Savings,142,3,20784,14,5,8,0,1.0,0,13,6928.0
CUST1249,31,Male,Self-employed,Fixed Deposit,61,1,424610,15,9,8,0,0.89,0,17,424610.0
CUST0967,34,Male,Employed,Savings,86,3,30760,20,9,8,0,0.88,0,17,10253.33
CUST2216,20,Male,Employed,Savings,41,3,8738,20,5,1,0,0.56,0,6,2912.67
CUST2734,44,Male,Employed,Savings,102,2,800160,11,9,8,0,0.53,1,17,400080.0
CUST1573,47,Male,Employed,Savings,133,2,189116,13,6,10,1,0.56,1,16,94558.0
CUST0897,42,Female,Unemployed,Fixed Deposit,78,3,187594,15,9,9,0,0.54,0,18,62531.33
CUST1251,23,Male,Employed,Savings,19,1,210808,15,7,9,0,0.6,0,16,210808.0
CUST1351,32,Male,Employed,Savings,29,4,554093,8,7,12,1,0.86,0,19,138523.25
CUST1409,41,Male,Self-employed,Savings,53,3,16088,14,6,9,0,0.52,0,15,5362.67
CUST2270,40,Male,Unemployed,Savings,18,4,8170,17,5,10,0,0.79,0,15,2042.5
CUST2555,18,Male,Employed,Savings,27,2,17167,14,4,9,1,0.61,0,13,8583.5
CUST0967,20,Male,Employed,Current,103,4,37612,15,6,8,0,0.96,0,14,9403.0
CUST0432,27,Male,Self-employed,Current,170,2,273860,7,7,10,0,0.58,0,17,136930.0
CUST1869,18,Male,Self-employed,Savings,82,4,139214,14,5,11,1,0.62,0,16,34803.5
CUST1410,43,Male,Employed,Current,58,1,6622,12,5,5,0,0.57,1,10,6622.0
CUST0342,31,Male,Self-employed,Current,43,3,10612,13,9,5,0,1.0,0,14,3537.33
CUST1613,44,Male,Self-employed,Current,113,3,77391,11,8,6,0,0.95,1,14,25797.0
CUST0570,33,Male,Self-employed,Savings,83,1,8711,12,9,13,0,0.6,0,22,8711.0
CUST2768,48,Male,Employed,Savings,47,1,864192,19,6,7,0,0.77,0,13,864192.0
CUST0109,18,Female,Employed,Savings,95,1,2910,12,10,7,1,0.83,0,17,2910.0
CUST1063,28,Female,Employed,Savings,20,2,217610,18,9,20,0,0.72,1,29,108805.0
CUST2653,44,Male,Employed,Savings,33,2,15606,17,5,9,0,0.92,1,14,7803.0
CUST1857,38,Male,Self-employed,Savings,167,3,219706,14,5,7,0,0.99,1,12,73235.33
CUST0359,32,Male,Employed,Current,114,2,184175,20,7,7,0,0.51,0,14,92087.5
CUST1294,50,Female,Employed,Savings,44,1,186200,18,10,10,1,0.9,0,20,186200.0
CUST0183,31,Male,Self-employed,Savings,77,2,10529,12,11,12,0,0.61,0,23,5264.5
CUST1340,61,Male,Employed,Fixed Deposit,163,3,527703,20,6,6,0,0.69,0,12,175901.0
CUST1249,35,Female,Employed,Savings,33,2,46122,12,3,13,1,0.83,1,16,23061.0
CUST1762,27,Female,Self-employed,Savings,106,3,89779,15,7,10,0,0.76,0,17,29926.33
CUST0333,33,Female,Employed,Savings,58,2,38901,18,6,17,0,0.76,0,23,19450.5
CUST0624,42,Female,Employed,Savings,92,1,240247,15,8,8,0,0.76,1,16,240247.0
CUST2605,48,Male,Employed,Current,124,3,161918,16,6,13,0,0.91,0,19,53972.67
CUST2499,45,Female,Employed,Fixed Deposit,166,2,424522,12,9,6,0,0.56,0,15,212261.0
CUST0923,26,Male,Unemployed,Current,86,1,71475,13,11,13,1,0.75,0,24,71475.0
CUST2557,18,Female,Employed,Savings,86,1,44078,12,9,11,0,0.75,0,20,44078.0
CUST0017,41,Female,Employed,Savings,65,1,78324,11,6,10,1,0.71,0,16,78324.0
CUST1689,36,Female,Employed,Savings,38,2,111067,14,6,8,0,0.76,1,14,55533.5
CUST2324,52,Female,Self-employed,Savings,122,1,153288,11,9,10,0,0.76,0,19,153288.0
CUST0334,49,Female,Employed,Savings,57,1,117609,14,6,10,1,0.51,1,16,117609.0
CUST0651,33,Female,Self-employed,Fixed Deposit,125,2,49348,17,6,8,0,1.0,0,14,24674.0
CUST1668,35,Male,Employed,Savings,103,2,3565,11,9,11,0,0.59,0,20,1782.5
CUST0954,33,Female,Employed,Savings,132,3,110719,17,1,9,0,0.93,0,10,36906.33
CUST2292,50,Female,Employed,Savings,102,1,375999,17,6,12,0,0.53,0,18,375999.0
CUST1399,42,Male,Employed,Savings,111,3,46622,13,7,11,0,0.99,0,18,15540.67
CUST1070,28,Female,Employed,Savings,21,1,256567,9,8,13,0,0.98,1,21,256567.0
