Age,Gender,Employment_Status,Account_Type,Tenure_Months,Number_of_Products,Avg_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Total_Digital_Usage,Balance_per_Product
37,Male,Employed,Savings,115,3,25557,14,5,10,0,0.97,15,8519.0
38,Female,Self-employed,Current,103,2,32612,17,11,5,0,0.73,16,16306.0
33,Female,Employed,Savings,39,2,57539,13,6,12,0,0.66,18,28769.5
34,Female,Self-employed,Savings,67,2,52267,16,14,5,0,0.93,19,26133.5
24,Male,Self-employed,Savings,164,2,168470,15,19,10,0,0.86,29,84235.0
22,Female,Self-employed,Fixed Deposit,57,4,3267,14,9,10,0,0.71,19,816.75
37,Male,Employed,Savings,160,3,173716,15,9,11,0,0.63,20,57905.33
36,Female,Self-employed,Savings,71,3,222420,20,9,4,0,0.52,13,74140.0
27,Female,Employed,Savings,78,1,16898,10,11,12,0,0.51,23,16898.0
37,Female,Employed,Current,136,1,47883,21,13,12,0,0.78,25,47883.0
54,Female,Employed,Current,116,1,290724,20,7,11,0,0.51,18,290724.0
19,Male,Self-employed,Savings,87,4,225230,14,7,10,0,0.87,17,56307.5
52,Male,Self-employed,Current,66,3,212626,23,10,11,0,0.68,21,70875.33
37,Male,Employed,Savings,130,3,71981,14,9,6,0,0.59,15,23993.67
41,Male,Employed,Savings,159,1,280881,7,8,15,0,0.72,23,280881.0
34,Male,Self-employed,Savings,88,1,13100,13,6,9,0,0.6,15,13100.0
29,Male,Employed,Savings,51,3,96150,11,9,11,0,0.82,20,32050.0
25,Female,Employed,Savings,147,2,97172,13,7,9,0,0.67,16,48586.0
31,Male,Employed,Savings,63,3,396288,16,2,8,0,0.95,10,132096.0
37,Male,Self-employed,Savings,127,1,296830,12,3,13,0,0.95,16,296830.0
36,Female,Employed,Savings,39,3,15544,15,14,16,0,0.55,30,5181.33
50,Female,Self-employed,Savings,103,3,364846,19,19,9,0,0.62,28,121615.33
18,Female,Self-employed,Savings,86,4,183190,18,7,8,1,0.84,15,45797.5
40,Male,Employed,Savings,86,1,15344,10,4,12,0,0.89,16,15344.0
45,Female,Unemployed,Current,62,3,49522,9,6,7,0,0.84,13,16507.33
44,Male,Self-employed,Current,146,1,100654,15,10,14,0,0.88,24,100654.0
44,Female,Self-employed,Fixed Deposit,72,2,77759,20,10,7,0,0.62,17,38879.5
33,Female,Self-employed,Savings,35,3,29413,13,12,12,0,0.96,24,9804.33
29,Male,Self-employed,Savings,176,1,37175,13,7,11,0,0.7,18,37175.0
39,Male,Employed,Fixed Deposit,138,1,87517,15,3,13,0,0.62,16,87517.0
41,Male,Employed,Savings,29,1,19128,18,8,11,0,0.64,19,19128.0
30,Male,Self-employed,Savings,169,1,7024,19,12,4,0,0.82,16,7024.0
44,Female,Self-employed,Savings,164,2,362204,14,13,13,0,0.93,26,181102.0
42,Female,Employed,Savings,67,1,133863,8,6,13,0,0.7,19,133863.0
35,Female,Employed,Fixed Deposit,149,1,21212,19,5,9,0,0.71,14,21212.0
25,Female,Self-employed,Savings,162,1,103521,11,7,12,0,0.94,19,103521.0
42,Female,Employed,Savings,149,3,270654,18,7,13,0,0.64,20,90218.0
40,Female,Employed,Savings,51,1,13858,24,8,10,0,0.67,18,13858.0
42,Male,Employed,Savings,163,1,93075,12,4,11,1,0.91,15,93075.0
35,Male,Employed,Fixed Deposit,105,1,38494,12,9,8,0,0.87,17,38494.0
19,Female,Employed,Fixed Deposit,78,1,98394,16,8,10,0,0.93,18,98394.0
53,Male,Unemployed,Savings,30,1,89844,13,16,17,0,0.57,33,89844.0
24,Male,Employed,Savings,42,1,64026,18,7,11,0,0.63,18,64026.0
28,Female,Self-employed,Fixed Deposit,28,3,58172,13,7,7,1,0.96,14,19390.67
30,Female,Employed,Savings,16,1,52954,15,3,17,3,0.78,20,52954.0
35,Female,Employed,Savings,104,2,233886,19,9,12,0,0.95,21,116943.0
41,Female,Employed,Current,152,1,13490,14,5,12,0,0.87,17,13490.0
29,Female,Self-employed,Savings,34,1,45551,12,8,4,1,0.54,12,45551.0
41,Male,Employed,Fixed Deposit,118,1,149783,9,10,14,0,0.59,24,149783.0
49,Female,Employed,Savings,131,1,107656,10,5,11,0,0.87,16,107656.0
44,Female,Unemployed,Savings,94,2,98711,10,11,14,0,0.56,25,49355.5
18,Female,Unemployed,Savings,149,2,98155,21,4,6,0,0.55,10,49077.5
41,Female,Employed,Fixed Deposit,26,2,172314,15,8,7,0,0.57,15,86157.0
49,Male,Employed,Savings,80,2,59060,14,2,7,1,0.55,9,29530.0
31,Male,Self-employed,Fixed Deposit,61,1,424610,15,9,8,0,0.89,17,424610.0
40,Male,Employed,Savings,71,2,47792,13,5,12,0,0.66,17,23896.0
46,Female,Employed,Current,36,1,172824,18,6,7,0,0.73,13,172824.0
42,Female,Employed,Fixed Deposit,161,1,422704,12,12,10,0,0.75,22,422704.0
36,Male,Employed,Savings,161,2,237968,10,3,3,0,0.58,6,118984.0
55,Male,Unemployed,Savings,128,1,223439,11,8,13,0,0.85,21,223439.0
37,Female,Employed,Current,149,1,2706,15,10,10,1,0.84,20,2706.0
35,Male,Employed,Current,25,1,522405,15,9,9,1,0.83,18,522405.0
40,Female,Unemployed,Savings,55,1,235209,19,7,10,0,0.63,17,235209.0
44,Male,Employed,Savings,104,1,32312,20,8,8,0,0.86,16,32312.0
30,Male,Employed,Current,67,4,111280,19,9,4,0,0.83,13,27820.0
28,Male,Employed,Current,60,3,76147,13,10,8,1,0.93,18,25382.33
49,Female,Self-employed,Fixed Deposit,113,3,193362,18,3,7,0,0.84,10,64454.0
31,Female,Self-employed,Savings,34,1,112080,9,8,11,0,0.62,19,112080.0
23,Male,Self-employed,Current,25,3,568153,14,12,5,1,0.55,17,189384.33
29,Female,Self-employed,Savings,135,2,188612,12,8,10,0,0.75,18,94306.0
47,Female,Employed,Current,90,2,161433,10,12,9,0,0.67,21,80716.5
30,Male,Self-employed,Savings,114,1,79620,17,11,5,0,0.84,16,79620.0
53,Female,Self-employed,Savings,121,4,223279,23,11,10,0,0.52,21,55819.75
22,Female,Self-employed,Fixed Deposit,84,2,106457,12,6,13,0,0.63,19,53228.5
55,Female,Self-employed,Current,42,1,123175,13,2,9,0,0.7,11,123175.0
34,Female,Employed,Savings,90,3,77407,9,5,6,1,0.57,11,25802.33
30,Female,Unemployed,Fixed Deposit,49,2,70335,23,10,12,1,0.6,22,35167.5
47,Male,Employed,Savings,46,3,151765,12,7,3,0,0.84,10,50588.33
39,Female,Employed,Current,22,2,116464,16,8,16,0,0.54,24,58232.0
32,Male,Self-employed,Savings,27,4,889576,19,3,11,0,0.64,14,222394.0
20,Male,Self-employed,Savings,167,2,19961,13,14,11,0,0.86,25,9980.5
34,Male,Unemployed,Current,119,2,267315,12,5,7,1,0.56,12,133657.5
36,Male,Employed,Fixed Deposit,31,1,173082,8,8,9,1,0.7,17,173082.0
41,Female,Employed,Savings,138,1,37331,22,5,11,0,0.53,16,37331.0
34,Male,Self-employed,Savings,91,2,134433,22,9,8,0,0.89,17,67216.5
18,Male,Self-employed,Current,87,2,227313,15,6,7,0,0.78,13,113656.5
34,Male,Self-employed,Current,74,1,207038,20,9,9,1,0.62,18,207038.0
47,Female,Employed,Savings,56,2,144377,11,10,16,1,0.92,26,72188.5
48,Male,Employed,Current,73,3,55229,9,11,7,0,0.53,18,18409.67
48,Male,Unemployed,Savings,88,1,76811,15,12,12,1,0.79,24,76811.0
35,Female,Employed,Savings,86,1,16281,18,3,4,0,0.85,7,16281.0
35,Female,Self-employed,Savings,96,1,63105,19,5,6,0,0.59,11,63105.0
39,Female,Employed,Current,93,2,121412,21,10,17,0,0.94,27,60706.0
27,Female,Employed,Savings,169,2,12884,15,8,11,0,0.71,19,6442.0
40,Female,Unemployed,Savings,102,2,326017,25,6,12,0,0.67,18,163008.5
51,Male,Employed,Savings,52,1,52697,16,10,14,0,0.62,24,52697.0
24,Female,Self-employed,Current,162,1,105351,15,9,11,0,0.89,20,105351.0
40,Male,Employed,Savings,49,2,268443,18,6,11,1,0.9,17,134221.5
43,Female,Employed,Savings,163,2,12770,17,5,7,0,0.81,12,6385.0
46,Male,Employed,Current,86,2,82917,19,7,8,1,0.6,15,41458.5
24,Female,Employed,Savings,131,1,122206,12,6,6,0,0.98,12,122206.0
41,Male,Employed,Savings,121,1,122682,12,8,9,0,0.67,17,122682.0
40,Male,Self-employed,Current,66,1,142232,13,6,7,0,0.7,13,142232.0
30,Female,Employed,Savings,127,1,38163,10,8,7,0,0.57,15,38163.0
40,Female,Employed,Savings,136,1,26301,17,11,15,0,0.61,26,26301.0
23,Female,Employed,Fixed Deposit,81,3,123092,15,5,10,0,0.56,15,41030.67
18,Male,Employed,Savings,175,2,45214,14,9,15,0,0.71,24,22607.0
36,Male,Employed,Savings,19,2,69617,14,13,3,0,0.66,16,34808.5
24,Female,Employed,Current,82,3,268758,21,6,7,0,0.76,13,89586.0
39,Female,Self-employed,Savings,46,1,24131,13,11,7,0,0.84,18,24131.0
34,Male,Unemployed,Savings,129,1,11390,18,9,14,0,0.53,23,11390.0
47,Male,Employed,Current,127,3,129377,14,6,6,0,0.75,12,43125.67
18,Male,Self-employed,Savings,164,1,20398,11,7,14,0,0.78,21,20398.0
25,Female,Employed,Savings,118,3,73878,18,10,14,0,0.8,24,24626.0
41,Male,Employed,Savings,111,3,10176,11,6,9,0,0.76,15,3392.0
32,Female,Self-employed,Savings,161,1,245624,19,7,12,0,0.66,19,245624.0
48,Female,Self-employed,Current,20,2,126912,8,5,8,0,0.67,13,63456.0
43,Female,Employed,Savings,44,1,72093,14,6,16,1,0.89,22,72093.0
38,Female,Self-employed,Savings,114,1,11949,6,6,13,0,0.9,19,11949.0
33,Male,Self-employed,Current,89,1,23928,14,5,12,0,0.7,17,23928.0
41,Male,Unemployed,Fixed Deposit,105,2,218739,16,3,13,0,0.64,16,109369.5
36,Male,Employed,Fixed Deposit,173,4,185591,17,10,7,0,0.91,17,46397.75
36,Female,Self-employed,Fixed Deposit,23,1,48839,8,11,6,0,0.59,17,48839.0
40,Male,Employed,Current,80,2,155556,12,9,16,0,0.69,25,77778.0
33,Male,Self-employed,Savings,39,2,33427,15,6,6,1,0.66,12,16713.5
40,Male,Self-employed,Savings,150,2,193520,20,8,17,0,0.75,25,96760.0
32,Female,Employed,Current,15,1,773437,9,10,8,0,0.88,18,773437.0
48,Male,Employed,Savings,137,2,431912,16,9,11,0,0.86,20,215956.0
18,Male,Employed,Current,98,2,83961,18,6,13,0,0.56,19,41980.5
18,Female,Employed,Savings,102,3,26675,27,7,10,0,0.92,17,8891.67
33,Female,Self-employed,Fixed Deposit,69,3,353891,13,8,8,0,0.86,16,117963.67
43,Male,Self-employed,Current,59,3,60437,19,6,16,0,0.66,22,20145.67
40,Female,Employed,Savings,145,1,30690,11,3,8,0,0.57,11,30690.0
28,Male,Employed,Savings,115,2,78778,15,9,8,0,0.68,17,39389.0
28,Male,Unemployed,Current,19,2,228991,12,6,9,0,0.57,15,114495.5
36,Male,Self-employed,Savings,76,1,480395,16,6,7,0,0.93,13,480395.0
33,Female,Employed,Savings,39,3,48168,16,6,14,0,0.97,20,16056.0
18,Male,Employed,Savings,85,2,17392,11,5,12,0,0.86,17,8696.0
26,Female,Self-employed,Current,20,2,73791,11,8,14,0,0.62,22,36895.5
29,Female,Employed,Savings,151,2,155322,19,8,11,0,0.66,19,77661.0
35,Female,Employed,Savings,116,1,100578,19,12,8,0,0.54,20,100578.0
27,Female,Unemployed,Savings,175,1,219214,19,13,6,0,0.72,19,219214.0
42,Male,Employed,Fixed Deposit,175,4,179109,17,9,8,0,0.6,17,44777.25
24,Female,Employed,Current,115,3,290747,14,11,15,1,0.78,26,96915.67
39,Female,Employed,Savings,30,1,106059,26,14,9,0,0.85,23,106059.0
27,Male,Employed,Savings,112,3,30446,14,10,14,0,0.67,24,10148.67
32,Male,Employed,Current,23,4,83712,22,12,12,0,0.96,24,20928.0
26,Female,Employed,Savings,23,1,127241,11,5,9,2,0.82,14,127241.0
27,Male,Employed,Savings,27,4,91984,15,8,8,0,0.72,16,22996.0
29,Male,Self-employed,Savings,130,1,244501,11,6,9,0,0.71,15,244501.0
39,Female,Employed,Current,135,4,150725,19,5,6,0,0.79,11,37681.25
19,Female,Unemployed,Current,75,2,127833,21,6,8,1,0.83,14,63916.5
40,Female,Self-employed,Savings,106,3,135221,9,7,9,0,0.94,16,45073.67
43,Female,Employed,Savings,146,4,140761,7,8,9,0,0.52,17,35190.25
35,Male,Employed,Current,158,2,42373,15,2,4,0,0.65,6,21186.5
47,Female,Self-employed,Savings,170,3,327982,23,10,11,0,0.51,21,109327.33
30,Female,Employed,Current,106,3,269701,16,9,12,0,0.5,21,89900.33
18,Female,Employed,Savings,26,1,76893,17,7,7,0,0.73,14,76893.0
40,Male,Employed,Current,178,1,283466,18,8,8,2,0.51,16,283466.0
42,Female,Self-employed,Current,56,3,231820,17,8,10,0,0.96,18,77273.33
35,Female,Employed,Savings,60,1,76002,18,10,13,0,0.66,23,76002.0
33,Female,Self-employed,Current,69,3,240688,19,6,12,0,0.66,18,80229.33
31,Female,Employed,Savings,173,1,246356,14,11,10,0,0.68,21,246356.0
30,Female,Self-employed,Savings,175,1,55252,16,10,7,0,0.99,17,55252.0
29,Male,Self-employed,Savings,49,1,240177,11,4,7,0,0.6,11,240177.0
37,Male,Unemployed,Savings,79,1,209642,17,6,9,0,0.62,15,209642.0
18,Female,Employed,Current,36,1,95038,19,8,12,0,0.91,20,95038.0
27,Female,Unemployed,Savings,71,1,528835,9,8,8,1,0.58,16,528835.0
51,Male,Employed,Current,136,2,275744,9,3,11,0,0.61,14,137872.0
21,Female,Employed,Current,14,1,84445,15,6,7,1,0.65,13,84445.0
41,Male,Self-employed,Savings,32,2,65206,18,4,7,1,0.98,11,32603.0
40,Male,Employed,Savings,43,2,51426,13,10,11,0,0.6,21,25713.0
39,Female,Employed,Current,69,1,110016,14,10,10,0,0.89,20,110016.0
37,Male,Employed,Savings,21,1,531285,11,7,12,0,0.73,19,531285.0
37,Male,Self-employed,Savings,141,3,141704,21,13,11,0,0.82,24,47234.67
32,Male,Employed,Current,35,1,82568,19,10,11,0,0.91,21,82568.0
36,Female,Employed,Current,110,1,35372,10,5,14,0,0.92,19,35372.0
24,Male,Self-employed,Savings,175,3,14109,9,10,4,1,0.55,14,4703.0
34,Male,Self-employed,Savings,176,1,203687,16,5,12,1,0.99,17,203687.0
25,Female,Self-employed,Current,130,1,155230,19,10,15,1,0.79,25,155230.0
53,Male,Employed,Current,111,4,15207,18,11,7,0,0.56,18,3801.75
19,Male,Employed,Savings,161,3,104070,16,7,7,2,0.66,14,34690.0
38,Male,Self-employed,Current,130,1,69460,16,8,11,0,0.82,19,69460.0
41,Female,Self-employed,Savings,127,2,25607,13,5,9,0,0.89,14,12803.5
42,Female,Employed,Savings,102,3,167623,21,10,12,1,0.7,22,55874.33
45,Male,Employed,Savings,97,2,491171,22,6,7,0,0.61,13,245585.5
33,Female,Employed,Savings,35,1,485927,16,5,9,0,0.65,14,485927.0
28,Male,Employed,Current,102,1,146889,11,10,9,0,0.8,19,146889.0
25,Female,Self-employed,Savings,167,1,392806,12,10,8,0,0.51,18,392806.0
36,Male,Self-employed,Current,43,1,303308,17,6,9,1,0.97,15,303308.0
42,Female,Employed,Savings,92,1,240247,15,8,8,0,0.76,16,240247.0
22,Male,Unemployed,Savings,57,1,147641,12,5,9,0,0.69,14,147641.0
36,Male,Employed,Savings,34,3,3725,7,8,9,1,0.83,17,1241.67
58,Male,Self-employed,Savings,177,2,109638,11,5,11,0,0.73,16,54819.0
34,Female,Self-employed,Savings,73,2,168453,21,9,13,0,0.95,22,84226.5
32,Female,Unemployed,Current,71,1,510333,15,8,9,0,0.97,17,510333.0
46,Female,Employed,Savings,14,2,219088,17,5,5,1,0.97,10,109544.0
43,Male,Self-employed,Savings,41,2,112116,13,9,11,0,0.54,20,56058.0
46,Female,Self-employed,Fixed Deposit,64,2,21947,20,5,10,0,0.95,15,10973.5
37,Female,Unemployed,Savings,171,3,528603,13,9,13,0,0.91,22,176201.0
18,Male,Unemployed,Current,59,3,47854,7,6,9,0,0.93,15,15951.33
28,Female,Employed,Savings,50,4,26873,17,18,6,0,0.72,24,6718.25
29,Female,Self-employed,Savings,89,4,3257,21,6,13,0,0.68,19,814.25
19,Male,Employed,Current,42,4,173632,10,10,13,0,0.67,23,43408.0
38,Female,Employed,Savings,119,1,174253,14,9,12,0,0.95,21,174253.0
35,Male,Self-employed,Savings,98,1,99067,18,8,10,0,0.92,18,99067.0
35,Male,Employed,Fixed Deposit,32,4,287619,20,8,9,0,0.99,17,71904.75
38,Male,Employed,Current,54,2,409389,9,11,12,0,0.77,23,204694.5
23,Female,Employed,Savings,82,1,88708,14,7,10,0,0.79,17,88708.0
18,Female,Self-employed,Fixed Deposit,177,1,93851,17,3,7,0,0.56,10,93851.0
33,Male,Unemployed,Savings,34,1,132166,20,6,9,0,0.77,15,132166.0
34,Male,Employed,Savings,80,3,59761,19,16,8,0,0.71,24,19920.33
36,Female,Employed,Savings,30,2,127075,11,6,9,0,0.58,15,63537.5
41,Male,Self-employed,Savings,22,2,267380,14,9,10,0,0.93,19,133690.0
43,Female,Self-employed,Fixed Deposit,106,3,354082,20,3,13,1,0.95,16,118027.33
26,Male,Unemployed,Savings,126,1,146819,10,9,6,0,0.69,15,146819.0
41,Female,Self-employed,Savings,174,3,200454,17,5,11,0,0.79,16,66818.0
29,Female,Self-employed,Savings,50,1,332472,12,2,11,0,0.67,13,332472.0
30,Female,Employed,Savings,133,1,489458,15,12,12,0,0.83,24,489458.0
24,Female,Employed,Savings,130,4,9489,18,6,13,0,0.78,19,2372.25
38,Male,Self-employed,Savings,103,2,64795,15,9,7,0,0.91,16,32397.5
34,Male,Employed,Savings,105,4,58197,20,6,6,0,0.88,12,14549.25
32,Female,Self-employed,Current,47,1,215528,16,9,9,1,0.59,18,215528.0
38,Male,Unemployed,Savings,62,3,43548,20,4,17,0,0.57,21,14516.0
41,Male,Self-employed,Current,55,3,490369,7,6,9,0,0.51,15,163456.33
26,Male,Employed,Savings,126,4,144699,14,11,12,0,0.96,23,36174.75
40,Male,Employed,Savings,87,3,57957,14,8,9,0,0.6,17,19319.0
29,Female,Employed,Savings,68,3,152460,17,9,6,0,0.89,15,50820.0
41,Male,Employed,Current,96,3,46574,10,10,11,2,0.77,21,15524.67
42,Female,Employed,Savings,92,3,167455,15,10,11,0,0.53,21,55818.33
32,Female,Self-employed,Savings,140,1,281930,18,15,12,0,0.5,27,281930.0
20,Female,Employed,Savings,13,2,102779,19,4,12,1,0.84,16,51389.5
20,Female,Self-employed,Savings,19,1,6018,19,5,7,0,0.82,12,6018.0
22,Female,Employed,Fixed Deposit,33,4,82119,17,7,14,0,0.54,21,20529.75
30,Male,Employed,Current,119,1,148405,11,9,9,0,0.6,18,148405.0
18,Female,Self-employed,Savings,171,2,178985,10,6,19,0,0.78,25,89492.5
33,Male,Employed,Savings,70,3,18411,12,7,8,1,0.6,15,6137.0
38,Male,Self-employed,Fixed Deposit,23,3,86609,19,8,14,1,0.54,22,28869.67
27,Female,Self-employed,Savings,66,2,86960,15,14,14,0,0.99,28,43480.0
36,Female,Employed,Current,122,2,31297,14,13,2,0,0.74,15,15648.5
49,Male,Employed,Savings,150,1,286720,17,6,9,0,0.66,15,286720.0
38,Female,Self-employed,Savings,121,1,52993,10,9,14,0,0.59,23,52993.0
46,Male,Employed,Fixed Deposit,40,1,76761,20,11,13,0,0.58,24,76761.0
37,Female,Self-employed,Savings,110,4,501184,19,9,12,1,0.79,21,125296.0
40,Female,Self-employed,Current,66,1,88079,17,11,15,0,0.86,26,88079.0
54,Male,Employed,Savings,150,1,223110,16,15,10,0,0.72,25,223110.0
44,Male,Employed,Savings,126,1,109075,12,9,13,0,0.89,22,109075.0
46,Male,Self-employed,Savings,134,1,35566,8,10,8,0,0.51,18,35566.0
23,Female,Self-employed,Savings,149,1,47166,17,6,10,1,0.81,16,47166.0
20,Female,Self-employed,Savings,100,4,204111,17,9,6,0,0.84,15,51027.75
40,Male,Unemployed,Current,174,3,27002,16,11,12,0,0.6,23,9000.67
34,Female,Unemployed,Current,29,1,1619,19,10,9,0,0.95,19,1619.0
36,Female,Self-employed,Savings,162,1,442279,14,7,9,0,0.78,16,442279.0
22,Female,Employed,Savings,55,1,38799,10,9,7,1,0.74,16,38799.0
52,Male,Employed,Savings,152,1,152382,9,6,16,1,0.6,22,152382.0
26,Male,Self-employed,Savings,153,3,87280,18,13,15,0,0.86,28,29093.33
60,Female,Self-employed,Current,175,3,67526,14,10,8,0,0.65,18,22508.67
27,Female,Self-employed,Current,171,3,1090528,9,4,18,0,0.96,22,363509.33
43,Female,Self-employed,Savings,105,3,242313,10,7,7,0,0.68,14,80771.0
38,Male,Employed,Savings,59,2,145717,16,8,15,0,0.59,23,72858.5
47,Male,Unemployed,Savings,62,3,244286,6,4,11,0,0.5,15,81428.67
46,Male,Self-employed,Savings,155,1,235118,19,9,11,0,0.71,20,235118.0
34,Male,Employed,Savings,179,2,176150,16,9,12,0,0.98,21,88075.0
29,Male,Self-employed,Fixed Deposit,163,4,38118,13,5,7,0,0.57,12,9529.5
30,Female,Employed,Fixed Deposit,36,1,77369,24,7,11,0,0.66,18,77369.0
42,Female,Unemployed,Savings,121,3,10433,13,7,11,0,0.91,18,3477.67
50,Male,Employed,Fixed Deposit,121,3,217301,15,7,8,0,0.72,15,72433.67
19,Male,Employed,Savings,41,2,39222,20,7,12,0,0.82,19,19611.0
18,Female,Employed,Savings,36,1,481733,16,13,8,0,0.97,21,481733.0
45,Female,Employed,Savings,44,1,36354,11,9,4,0,0.86,13,36354.0
41,Male,Employed,Savings,108,1,176549,17,10,18,0,0.61,28,176549.0
36,Male,Employed,Current,16,1,33129,19,7,10,0,0.6,17,33129.0
32,Male,Employed,Current,122,3,106630,12,7,9,0,0.68,16,35543.33
26,Female,Employed,Savings,65,3,234948,17,10,11,0,0.93,21,78316.0
38,Female,Employed,Current,162,3,16393,10,5,15,0,0.66,20,5464.33
43,Male,Self-employed,Current,95,2,554062,21,14,11,0,0.64,25,277031.0
24,Male,Unemployed,Savings,88,2,368661,29,8,11,0,0.81,19,184330.5
34,Male,Employed,Savings,83,2,228608,12,7,13,1,0.53,20,114304.0
27,Female,Employed,Savings,43,2,3672,15,15,8,0,0.76,23,1836.0
18,Female,Self-employed,Savings,112,1,193015,16,9,6,0,0.52,15,193015.0
49,Female,Self-employed,Current,69,3,127548,17,12,8,1,1.0,20,42516.0
20,Male,Employed,Savings,44,1,78718,25,5,10,0,0.89,15,78718.0
39,Male,Employed,Savings,140,2,23415,18,7,13,0,0.72,20,11707.5
21,Male,Employed,Savings,170,3,140011,19,5,10,0,0.6,15,46670.33
22,Female,Self-employed,Current,180,3,694826,17,11,13,0,0.89,24,231608.67
49,Female,Employed,Fixed Deposit,169,1,540384,9,6,16,1,0.56,22,540384.0
42,Female,Employed,Current,162,1,163887,13,9,18,0,0.52,27,163887.0
28,Male,Employed,Savings,17,2,8766,15,10,9,0,0.86,19,4383.0
49,Female,Employed,Savings,27,1,45982,10,7,7,0,0.63,14,45982.0
45,Male,Self-employed,Current,90,4,64679,13,14,16,0,0.81,30,16169.75
61,Female,Employed,Current,87,1,64324,18,11,7,0,0.6,18,64324.0
27,Male,Employed,Savings,115,3,187939,15,10,5,0,0.71,15,62646.33
44,Male,Self-employed,Savings,79,1,96528,12,11,13,0,0.83,24,96528.0
36,Female,Self-employed,Savings,51,2,67393,21,10,14,0,0.65,24,33696.5
28,Male,Employed,Savings,38,3,151402,12,2,11,2,0.85,13,50467.33
24,Female,Employed,Current,135,2,232899,16,12,13,0,0.82,25,116449.5
19,Female,Employed,Savings,138,1,46941,18,8,13,0,0.94,21,46941.0
42,Male,Employed,Savings,80,1,623,16,6,11,0,0.96,17,623.0
22,Male,Employed,Savings,53,1,227982,14,3,10,1,0.64,13,227982.0
25,Female,Self-employed,Fixed Deposit,161,2,175718,16,10,13,0,0.6,23,87859.0
42,Male,Employed,Savings,72,3,202794,20,5,8,0,0.84,13,67598.0
56,Female,Unemployed,Savings,104,2,76089,18,12,14,0,0.6,26,38044.5
33,Female,Unemployed,Savings,112,1,1400,21,13,12,0,0.92,25,1400.0
38,Male,Employed,Fixed Deposit,87,3,85571,14,5,12,0,0.74,17,28523.67
21,Male,Employed,Savings,102,1,18137,19,6,11,0,1.0,17,18137.0
49,Male,Employed,Savings,14,3,176159,17,9,7,0,0.93,16,58719.67
42,Female,Self-employed,Savings,51,1,105426,18,2,13,0,0.58,15,105426.0
30,Male,Self-employed,Fixed Deposit,69,3,14807,12,10,12,0,0.87,22,4935.67
35,Female,Self-employed,Current,60,3,52122,12,4,7,1,0.82,11,17374.0
56,Female,Employed,Savings,65,1,360550,13,12,9,0,0.98,21,360550.0
31,Female,Employed,Savings,107,2,352851,11,5,10,0,0.92,15,176425.5
28,Female,Unemployed,Savings,41,2,186132,16,4,11,1,0.86,15,93066.0
18,Male,Employed,Current,30,3,541182,18,6,8,0,0.71,14,180394.0
39,Female,Self-employed,Savings,67,1,47513,16,10,10,1,0.69,20,47513.0
22,Female,Self-employed,Savings,29,4,132344,17,12,10,0,0.68,22,33086.0
18,Male,Employed,Current,43,2,240395,13,6,9,0,0.54,15,120197.5
33,Male,Self-employed,Savings,169,2,83579,10,12,11,0,0.66,23,41789.5
46,Female,Unemployed,Savings,13,4,417040,15,7,5,0,0.99,12,104260.0
37,Male,Employed,Savings,90,1,188295,11,6,6,1,0.5,12,188295.0
38,Male,Unemployed,Current,42,2,43055,16,5,9,0,0.59,14,21527.5
35,Female,Employed,Savings,78,2,144601,18,6,6,0,0.95,12,72300.5
44,Female,Employed,Current,175,3,157079,15,9,9,1,0.78,18,52359.67
37,Female,Employed,Savings,92,2,144288,9,5,10,1,0.83,15,72144.0
34,Female,Employed,Savings,17,3,155530,10,7,8,0,0.77,15,51843.33
47,Male,Employed,Current,164,2,217550,18,10,12,1,0.91,22,108775.0
22,Female,Self-employed,Savings,142,3,21918,12,7,16,0,0.94,23,7306.0
31,Male,Unemployed,Current,24,3,500,21,8,11,0,0.59,19,166.67
23,Male,Unemployed,Current,36,3,352929,14,15,13,0,0.68,28,117643.0
40,Female,Self-employed,Savings,46,2,110344,19,5,10,0,0.72,15,55172.0
34,Male,Employed,Savings,173,1,302562,13,6,12,0,0.62,18,302562.0
44,Male,Self-employed,Fixed Deposit,100,2,327242,24,5,8,0,0.63,13,163621.0
44,Female,Employed,Savings,162,1,710573,13,14,7,0,0.91,21,710573.0
23,Male,Employed,Savings,140,4,63211,15,9,12,0,1.0,21,15802.75
18,Male,Employed,Fixed Deposit,76,1,29469,14,11,15,1,0.66,26,29469.0
34,Male,Employed,Savings,66,1,123355,15,6,9,0,0.57,15,123355.0
44,Male,Self-employed,Current,128,1,82011,8,7,10,3,0.59,17,82011.0
22,Male,Employed,Savings,67,1,191835,16,7,9,0,0.98,16,191835.0
26,Female,Employed,Savings,83,1,251819,20,7,6,0,0.55,13,251819.0
18,Male,Self-employed,Savings,170,1,237173,20,7,6,0,0.59,13,237173.0
27,Female,Self-employed,Savings,148,1,230604,13,9,11,1,0.84,20,230604.0
46,Male,Self-employed,Current,163,4,424633,14,14,10,0,0.62,24,106158.25
26,Female,Self-employed,Savings,81,1,358022,12,14,8,1,0.98,22,358022.0
27,Male,Employed,Current,33,2,357762,14,4,7,0,0.58,11,178881.0
34,Female,Self-employed,Savings,154,1,64020,18,6,11,0,0.67,17,64020.0
45,Female,Self-employed,Fixed Deposit,62,2,129359,19,8,8,0,0.63,16,64679.5
